time,X,Y,Z
2025-08-28 18:46:12.052,-0.12,0.04,-0.05
2025-08-28 18:46:12.079,-0.24,0.08,-0.07
2025-08-28 18:46:12.091,-0.23,0.0,-0.12
2025-08-28 18:46:12.112,-0.17,-0.14,-0.15
2025-08-28 18:46:12.133,-0.12,-0.12,-0.1
2025-08-28 18:46:12.154,-0.16,-0.04,-0.09
2025-08-28 18:46:12.174,-0.24,0.03,-0.09
2025-08-28 18:46:12.191,-0.09,0.09,-0.06
2025-08-28 18:46:12.212,0.17,-0.01,-0.13
2025-08-28 18:46:12.231,0.38,-0.18,-0.17
2025-08-28 18:46:12.250,0.35,-0.15,-0.15
2025-08-28 18:46:12.275,0.06,-0.07,-0.11
2025-08-28 18:46:12.292,-0.23,-0.06,-0.09
2025-08-28 18:46:12.313,-0.25,-0.09,-0.15
2025-08-28 18:46:12.330,-0.1,-0.14,-0.17
2025-08-28 18:46:12.351,-0.05,-0.09,-0.16
2025-08-28 18:46:12.371,-0.1,-0.0,-0.12
2025-08-28 18:46:12.390,-0.22,0.02,-0.09
2025-08-28 18:46:12.411,-0.34,0.04,-0.09
2025-08-28 18:46:12.432,-0.23,0.03,-0.09
2025-08-28 18:46:12.453,-0.08,0.03,-0.08
2025-08-28 18:46:12.475,-0.03,0.03,-0.05
2025-08-28 18:46:12.492,0.0,0.05,-0.05
2025-08-28 18:46:12.510,-0.02,0.05,-0.03
2025-08-28 18:46:12.533,-0.07,0.05,-0.04
2025-08-28 18:46:12.560,-0.06,0.08,-0.08
2025-08-28 18:46:12.571,0.24,0.12,-0.04
2025-08-28 18:46:12.592,0.52,0.15,0.0
2025-08-28 18:46:12.613,0.65,0.15,0.04
2025-08-28 18:46:12.635,0.41,0.14,0.06
2025-08-28 18:46:12.658,0.18,0.1,0.05
2025-08-28 18:46:12.675,0.09,0.0,0.04
2025-08-28 18:46:12.693,0.13,-0.01,0.03
2025-08-28 18:46:12.713,0.19,0.02,0.02
2025-08-28 18:46:12.733,0.18,0.07,0.03
2025-08-28 18:46:12.762,0.12,0.1,0.03
2025-08-28 18:46:12.772,0.04,0.1,0.01
2025-08-28 18:46:12.796,-0.01,0.16,0.05
2025-08-28 18:46:12.812,0.08,0.2,0.1
2025-08-28 18:46:12.833,0.23,0.19,0.15
2025-08-28 18:46:12.860,0.33,0.16,0.2
2025-08-28 18:46:12.872,0.42,0.2,0.23
2025-08-28 18:46:12.893,0.41,0.27,0.22
2025-08-28 18:46:12.913,0.3,0.32,0.21
2025-08-28 18:46:12.933,0.23,0.34,0.19
2025-08-28 18:46:12.958,0.25,0.3,0.13
2025-08-28 18:46:12.973,0.26,0.25,0.12
2025-08-28 18:46:12.993,0.3,0.22,0.13
2025-08-28 18:46:13.013,0.38,0.19,0.15
2025-08-28 18:46:13.034,0.38,0.18,0.18
2025-08-28 18:46:13.060,0.37,0.15,0.2
2025-08-28 18:46:13.074,0.4,0.1,0.19
2025-08-28 18:46:13.094,0.44,0.08,0.17
2025-08-28 18:46:13.115,0.5,0.07,0.17
2025-08-28 18:46:13.142,0.54,0.08,0.2
2025-08-28 18:46:13.155,0.57,0.11,0.23
2025-08-28 18:46:13.173,0.56,0.14,0.24
2025-08-28 18:46:13.194,0.52,0.18,0.25
2025-08-28 18:46:13.213,0.46,0.24,0.27
2025-08-28 18:46:13.234,0.45,0.27,0.28
2025-08-28 18:46:13.257,0.53,0.27,0.27
2025-08-28 18:46:13.275,0.5,0.26,0.22
2025-08-28 18:46:13.293,0.28,0.2,0.17
2025-08-28 18:46:13.313,-0.01,0.14,0.14
2025-08-28 18:46:13.333,-0.34,0.03,0.04
2025-08-28 18:46:13.356,-0.69,-0.22,-0.1
2025-08-28 18:46:13.372,-0.88,-0.52,-0.21
2025-08-28 18:46:13.393,-0.77,-0.55,-0.26
2025-08-28 18:46:13.413,-0.47,-0.36,-0.23
2025-08-28 18:46:13.438,-0.14,-0.13,-0.04
2025-08-28 18:46:13.455,0.05,0.01,0.07
2025-08-28 18:46:13.471,0.36,0.19,0.2
2025-08-28 18:46:13.494,0.5,0.24,0.22
2025-08-28 18:46:13.514,0.44,0.25,0.16
2025-08-28 18:46:13.534,0.27,0.21,0.07
2025-08-28 18:46:13.556,0.06,0.13,-0.04
2025-08-28 18:46:13.574,-0.07,0.07,-0.1
2025-08-28 18:46:13.596,-0.19,0.01,-0.1
2025-08-28 18:46:13.616,-0.26,-0.01,-0.08
2025-08-28 18:46:13.640,-0.26,-0.09,-0.07
2025-08-28 18:46:13.655,-0.24,-0.14,-0.06
2025-08-28 18:46:13.672,-0.19,-0.14,-0.05
2025-08-28 18:46:13.694,-0.17,-0.12,-0.07
2025-08-28 18:46:13.715,-0.17,-0.04,-0.09
2025-08-28 18:46:13.739,-0.18,0.01,-0.1
2025-08-28 18:46:13.757,-0.17,0.06,-0.08
2025-08-28 18:46:13.774,-0.13,0.07,-0.08
2025-08-28 18:46:13.793,-0.1,0.03,-0.09
2025-08-28 18:46:13.816,-0.16,-0.01,-0.09
2025-08-28 18:46:13.837,-0.24,-0.05,-0.09
2025-08-28 18:46:13.855,-0.26,-0.1,-0.09
2025-08-28 18:46:13.874,-0.19,-0.14,-0.09
2025-08-28 18:46:13.896,-0.04,-0.11,-0.06
2025-08-28 18:46:13.916,-0.01,-0.09,-0.04
2025-08-28 18:46:13.933,-0.02,-0.05,0.01
2025-08-28 18:46:13.953,-0.0,0.0,0.04
2025-08-28 18:46:13.976,0.08,-0.0,0.07
2025-08-28 18:46:13.993,0.15,-0.06,0.07
2025-08-28 18:46:14.013,0.09,-0.05,0.03
2025-08-28 18:46:14.038,-0.06,-0.0,0.03
2025-08-28 18:46:14.055,-0.2,-0.0,0.03
2025-08-28 18:46:14.077,-0.24,-0.12,0.0
2025-08-28 18:46:14.093,-0.2,-0.18,-0.02
2025-08-28 18:46:14.113,-0.15,-0.21,-0.05
2025-08-28 18:46:14.139,-0.21,-0.28,-0.1
2025-08-28 18:46:14.155,-0.43,-0.36,-0.18
2025-08-28 18:46:14.172,-0.55,-0.48,-0.2
2025-08-28 18:46:14.196,-0.65,-0.59,-0.21
2025-08-28 18:46:14.225,-0.61,-0.54,-0.21
2025-08-28 18:46:14.235,-0.53,-0.42,-0.26
2025-08-28 18:46:14.254,-0.43,-0.42,-0.23
2025-08-28 18:46:14.275,-0.37,-0.42,-0.18
2025-08-28 18:46:14.296,-0.23,-0.35,-0.08
2025-08-28 18:46:14.322,-0.14,-0.27,-0.02
2025-08-28 18:46:14.334,-0.18,-0.16,-0.0
2025-08-28 18:46:14.354,-0.26,-0.12,-0.04
2025-08-28 18:46:14.376,-0.27,-0.08,-0.05
2025-08-28 18:46:14.398,-0.23,-0.01,-0.03
2025-08-28 18:46:14.420,-0.32,-0.04,-0.04
2025-08-28 18:46:14.436,-0.4,-0.04,-0.06
2025-08-28 18:46:14.456,-0.38,0.0,-0.04
2025-08-28 18:46:14.475,-0.28,0.02,-0.03
2025-08-28 18:46:14.496,-0.22,-0.0,-0.04
2025-08-28 18:46:14.521,-0.17,-0.0,-0.06
2025-08-28 18:46:14.536,-0.16,0.04,-0.05
2025-08-28 18:46:14.557,-0.15,0.03,-0.04
2025-08-28 18:46:14.576,0.0,0.07,-0.03
2025-08-28 18:46:14.601,0.09,0.11,-0.02
2025-08-28 18:46:14.618,0.0,0.11,-0.0
2025-08-28 18:46:14.637,-0.1,0.06,-0.01
2025-08-28 18:46:14.655,0.0,0.02,-0.03
2025-08-28 18:46:14.676,0.21,0.01,-0.04
2025-08-28 18:46:14.697,0.25,-0.0,-0.04
2025-08-28 18:46:14.722,0.04,-0.06,-0.07
2025-08-28 18:46:14.737,-0.19,-0.1,-0.1
2025-08-28 18:46:14.756,-0.18,-0.06,-0.09
2025-08-28 18:46:14.777,0.07,0.03,-0.04
2025-08-28 18:46:14.797,0.2,0.06,-0.04
2025-08-28 18:46:14.819,0.02,0.04,-0.02
2025-08-28 18:46:14.838,-0.05,-0.0,-0.01
2025-08-28 18:46:14.858,-0.0,0.0,-0.0
2025-08-28 18:46:14.880,0.21,0.1,0.03
2025-08-28 18:46:14.904,0.28,0.13,0.04
2025-08-28 18:46:14.917,0.18,0.09,0.03
2025-08-28 18:46:14.936,0.03,0.03,0.01
2025-08-28 18:46:14.956,-0.04,0.0,-0.0
2025-08-28 18:46:14.977,-0.0,0.01,-0.01
2025-08-28 18:46:15.005,-0.11,0.04,-0.02
2025-08-28 18:46:15.017,-0.2,0.04,-0.04
2025-08-28 18:46:15.039,-0.17,0.08,-0.08
2025-08-28 18:46:15.056,-0.06,0.06,-0.09
2025-08-28 18:46:15.077,-0.01,0.12,-0.06
2025-08-28 18:46:15.101,-0.02,0.18,-0.04
2025-08-28 18:46:15.118,-0.03,0.19,-0.05
2025-08-28 18:46:15.135,0.0,0.2,-0.05
2025-08-28 18:46:15.158,0.09,0.15,-0.05
2025-08-28 18:46:15.180,0.11,0.1,-0.01
2025-08-28 18:46:15.202,0.12,0.07,0.03
2025-08-28 18:46:15.218,0.11,0.1,0.04
2025-08-28 18:46:15.237,0.09,0.09,0.05
2025-08-28 18:46:15.256,0.13,0.08,0.05
2025-08-28 18:46:15.278,0.17,0.04,0.03
2025-08-28 18:46:15.303,0.18,0.01,0.01
2025-08-28 18:46:15.318,0.18,0.0,0.0
2025-08-28 18:46:15.338,0.09,-0.0,-0.01
2025-08-28 18:46:15.360,0.05,0.1,0.05
2025-08-28 18:46:15.387,0.3,0.13,0.08
2025-08-28 18:46:15.398,0.6,0.09,0.01
2025-08-28 18:46:15.417,0.65,0.08,0.04
2025-08-28 18:46:15.437,0.56,0.21,0.08
2025-08-28 18:46:15.458,0.59,0.29,0.1
2025-08-28 18:46:15.478,0.58,0.34,0.06
2025-08-28 18:46:15.501,0.54,0.39,0.03
2025-08-28 18:46:15.520,0.44,0.41,0.0
2025-08-28 18:46:15.538,0.36,0.39,-0.01
2025-08-28 18:46:15.558,0.32,0.32,-0.01
2025-08-28 18:46:15.576,0.32,0.24,0.01
2025-08-28 18:46:15.600,0.35,0.19,0.06
2025-08-28 18:46:15.616,0.47,0.19,0.14
2025-08-28 18:46:15.637,0.68,0.21,0.22
2025-08-28 18:46:15.659,0.82,0.2,0.26
2025-08-28 18:46:15.684,0.82,0.2,0.28
2025-08-28 18:46:15.698,0.81,0.19,0.3
2025-08-28 18:46:15.718,0.81,0.19,0.35
2025-08-28 18:46:15.737,0.73,0.23,0.32
2025-08-28 18:46:15.759,0.52,0.33,0.26
2025-08-28 18:46:15.784,0.21,0.38,0.28
2025-08-28 18:46:15.800,-0.14,0.21,0.27
2025-08-28 18:46:15.818,-0.47,-0.06,0.15
2025-08-28 18:46:15.841,-0.72,-0.32,0.1
2025-08-28 18:46:15.859,-0.71,-0.51,0.1
2025-08-28 18:46:15.883,-0.39,-0.47,-0.03
2025-08-28 18:46:15.900,0.04,-0.19,-0.07
2025-08-28 18:46:15.917,0.27,0.06,0.02
2025-08-28 18:46:15.939,0.38,0.23,0.11
2025-08-28 18:46:15.960,0.42,0.27,0.11
2025-08-28 18:46:15.988,0.46,0.23,0.06
2025-08-28 18:46:16.000,0.36,0.19,-0.01
2025-08-28 18:46:16.019,0.23,0.15,-0.04
2025-08-28 18:46:16.040,-0.0,0.08,-0.07
2025-08-28 18:46:16.060,-0.22,-0.01,-0.09
2025-08-28 18:46:16.083,-0.29,-0.06,-0.1
2025-08-28 18:46:16.100,-0.29,-0.11,-0.12
2025-08-28 18:46:16.118,-0.31,-0.16,-0.12
2025-08-28 18:46:16.140,-0.36,-0.21,-0.11
2025-08-28 18:46:16.170,-0.41,-0.21,-0.09
2025-08-28 18:46:16.178,-0.42,-0.19,-0.07
2025-08-28 18:46:16.200,-0.33,-0.15,-0.06
2025-08-28 18:46:16.220,-0.23,-0.09,-0.07
2025-08-28 18:46:16.241,-0.23,-0.03,-0.07
2025-08-28 18:46:16.270,-0.28,-0.0,-0.08
2025-08-28 18:46:16.278,-0.32,-0.01,-0.11
2025-08-28 18:46:16.301,-0.35,-0.05,-0.18
2025-08-28 18:46:16.323,-0.34,-0.07,-0.18
2025-08-28 18:46:16.350,-0.3,-0.04,-0.13
2025-08-28 18:46:16.362,-0.24,-0.0,-0.08
2025-08-28 18:46:16.381,-0.17,-0.02,-0.06
2025-08-28 18:46:16.402,-0.1,-0.01,-0.04
2025-08-28 18:46:16.420,0.04,0.03,0.02
2025-08-28 18:46:16.441,0.2,0.09,0.06
2025-08-28 18:46:16.469,0.17,0.1,0.05
2025-08-28 18:46:16.482,-0.06,0.03,0.01
2025-08-28 18:46:16.503,-0.32,-0.14,-0.0
2025-08-28 18:46:16.521,-0.39,-0.27,-0.06
2025-08-28 18:46:16.542,-0.38,-0.37,-0.15
2025-08-28 18:46:16.567,-0.45,-0.4,-0.17
2025-08-28 18:46:16.581,-0.51,-0.4,-0.11
2025-08-28 18:46:16.602,-0.52,-0.38,-0.05
2025-08-28 18:46:16.623,-0.3,-0.3,-0.04
2025-08-28 18:46:16.644,-0.21,-0.27,-0.04
2025-08-28 18:46:16.668,-0.26,-0.26,-0.07
2025-08-28 18:46:16.681,-0.35,-0.26,-0.07
2025-08-28 18:46:16.702,-0.37,-0.25,-0.07
2025-08-28 18:46:16.722,-0.31,-0.2,-0.09
2025-08-28 18:46:16.742,-0.18,-0.14,-0.07
2025-08-28 18:46:16.764,-0.16,-0.12,-0.03
2025-08-28 18:46:16.782,-0.26,-0.16,-0.03
2025-08-28 18:46:16.802,-0.36,-0.19,-0.06
2025-08-28 18:46:16.823,-0.43,-0.23,-0.08
2025-08-28 18:46:16.842,-0.31,-0.24,-0.05
2025-08-28 18:46:16.860,-0.14,-0.22,-0.06
2025-08-28 18:46:16.880,-0.01,-0.17,-0.04
2025-08-28 18:46:16.900,-0.11,-0.14,-0.05
2025-08-28 18:46:16.921,-0.24,-0.11,-0.03
2025-08-28 18:46:16.942,-0.25,-0.12,-0.01
2025-08-28 18:46:16.965,-0.21,-0.11,-0.05
2025-08-28 18:46:16.981,-0.17,-0.05,-0.05
2025-08-28 18:46:17.002,-0.01,-0.01,-0.03
2025-08-28 18:46:17.023,0.01,-0.03,-0.02
2025-08-28 18:46:17.048,0.02,-0.02,-0.02
2025-08-28 18:46:17.062,0.06,0.07,-0.03
2025-08-28 18:46:17.080,0.12,0.1,-0.0
2025-08-28 18:46:17.103,0.14,0.02,-0.0
2025-08-28 18:46:17.124,0.05,-0.08,-0.02
2025-08-28 18:46:17.148,-0.05,-0.09,-0.04
2025-08-28 18:46:17.163,-0.12,-0.07,-0.05
2025-08-28 18:46:17.181,-0.13,-0.12,-0.1
2025-08-28 18:46:17.203,-0.11,-0.15,-0.14
2025-08-28 18:46:17.221,-0.04,-0.05,-0.11
2025-08-28 18:46:17.242,0.11,0.05,-0.05
2025-08-28 18:46:17.262,0.19,0.1,-0.02
2025-08-28 18:46:17.285,0.16,0.1,0.03
2025-08-28 18:46:17.303,0.13,0.11,0.05
2025-08-28 18:46:17.323,0.11,0.16,0.05
2025-08-28 18:46:17.348,0.16,0.2,0.0
2025-08-28 18:46:17.363,0.19,0.22,-0.06
2025-08-28 18:46:17.381,0.11,0.23,-0.18
2025-08-28 18:46:17.405,0.08,0.24,-0.22
2025-08-28 18:46:17.430,-0.0,0.22,-0.17
2025-08-28 18:46:17.446,-0.15,0.16,-0.07
2025-08-28 18:46:17.464,-0.22,0.11,-0.04
2025-08-28 18:46:17.483,-0.09,-0.01,-0.08
2025-08-28 18:46:17.504,-0.03,-0.06,-0.08
2025-08-28 18:46:17.530,0.04,-0.01,0.03
2025-08-28 18:46:17.545,0.06,0.07,0.07
2025-08-28 18:46:17.564,0.01,0.09,0.04
2025-08-28 18:46:17.584,-0.0,0.07,0.01
2025-08-28 18:46:17.612,0.1,0.04,0.06
2025-08-28 18:46:17.628,0.19,0.07,0.14
2025-08-28 18:46:17.647,0.22,0.09,0.19
2025-08-28 18:46:17.664,0.19,0.11,0.21
2025-08-28 18:46:17.684,0.11,0.14,0.17
2025-08-28 18:46:17.705,0.21,0.2,0.12
2025-08-28 18:46:17.728,0.28,0.23,0.08
2025-08-28 18:46:17.745,0.17,0.32,0.07
2025-08-28 18:46:17.764,0.08,0.43,0.06
2025-08-28 18:46:17.784,0.14,0.46,0.05
2025-08-28 18:46:17.805,0.31,0.43,0.04
2025-08-28 18:46:17.831,0.41,0.42,0.08
2025-08-28 18:46:17.844,0.37,0.37,0.15
2025-08-28 18:46:17.865,0.37,0.32,0.17
2025-08-28 18:46:17.885,0.42,0.31,0.16
2025-08-28 18:46:17.906,0.49,0.34,0.17
2025-08-28 18:46:17.930,0.52,0.41,0.21
2025-08-28 18:46:17.946,0.51,0.43,0.22
2025-08-28 18:46:17.966,0.49,0.36,0.22
2025-08-28 18:46:17.984,0.51,0.29,0.19
2025-08-28 18:46:18.006,0.59,0.24,0.16
2025-08-28 18:46:18.029,0.61,0.24,0.16
2025-08-28 18:46:18.044,0.63,0.27,0.19
2025-08-28 18:46:18.065,0.66,0.28,0.2
2025-08-28 18:46:18.087,0.68,0.27,0.17
2025-08-28 18:46:18.112,0.71,0.27,0.2
2025-08-28 18:46:18.125,0.66,0.2,0.21
2025-08-28 18:46:18.143,0.53,0.1,0.24
2025-08-28 18:46:18.166,0.33,0.01,0.25
2025-08-28 18:46:18.187,0.11,-0.11,0.2
2025-08-28 18:46:18.211,-0.25,-0.28,0.07
2025-08-28 18:46:18.226,-0.59,-0.4,-0.04
2025-08-28 18:46:18.248,-0.75,-0.42,-0.14
2025-08-28 18:46:18.267,-0.69,-0.34,-0.15
2025-08-28 18:46:18.287,-0.48,-0.18,-0.15
2025-08-28 18:46:18.310,-0.22,-0.01,-0.06
2025-08-28 18:46:18.326,0.03,0.14,0.04
2025-08-28 18:46:18.344,0.31,0.23,0.11
2025-08-28 18:46:18.367,0.53,0.29,0.14
2025-08-28 18:46:18.387,0.51,0.33,0.13
2025-08-28 18:46:18.410,0.44,0.3,0.12
2025-08-28 18:46:18.426,0.3,0.24,0.09
2025-08-28 18:46:18.444,0.06,0.07,0.01
2025-08-28 18:46:18.467,-0.13,-0.08,-0.06
2025-08-28 18:46:18.486,-0.27,-0.19,-0.12
2025-08-28 18:46:18.512,-0.37,-0.22,-0.11
2025-08-28 18:46:18.527,-0.39,-0.21,-0.04
2025-08-28 18:46:18.547,-0.35,-0.22,-0.0
2025-08-28 18:46:18.571,-0.3,-0.22,-0.0
2025-08-28 18:46:18.595,-0.28,-0.22,-0.01
2025-08-28 18:46:18.605,-0.28,-0.18,-0.03
2025-08-28 18:46:18.626,-0.33,-0.17,-0.04
2025-08-28 18:46:18.647,-0.36,-0.18,-0.07
2025-08-28 18:46:18.668,-0.36,-0.22,-0.08
2025-08-28 18:46:18.696,-0.37,-0.27,-0.08
2025-08-28 18:46:18.709,-0.42,-0.29,-0.05
2025-08-28 18:46:18.727,-0.46,-0.34,-0.05
2025-08-28 18:46:18.747,-0.49,-0.4,-0.08
2025-08-28 18:46:18.767,-0.5,-0.45,-0.08
2025-08-28 18:46:18.794,-0.39,-0.38,0.02
2025-08-28 18:46:18.808,-0.3,-0.26,0.1
2025-08-28 18:46:18.827,-0.1,-0.16,0.12
2025-08-28 18:46:18.847,0.02,-0.09,0.09
2025-08-28 18:46:18.867,0.01,-0.01,0.03
2025-08-28 18:46:18.891,-0.07,0.0,0.04
2025-08-28 18:46:18.908,-0.14,0.0,0.03
2025-08-28 18:46:18.928,-0.1,-0.03,-0.0
2025-08-28 18:46:18.948,-0.03,-0.16,-0.03
2025-08-28 18:46:18.968,0.01,-0.26,-0.02
2025-08-28 18:46:18.993,-0.03,-0.31,-0.05
2025-08-28 18:46:19.008,-0.22,-0.34,-0.14
2025-08-28 18:46:19.028,-0.6,-0.33,-0.22
2025-08-28 18:46:19.051,-0.63,-0.28,-0.2
2025-08-28 18:46:19.077,-0.42,-0.21,-0.19
2025-08-28 18:46:19.090,-0.15,-0.06,-0.21
2025-08-28 18:46:19.107,0.01,-0.01,-0.21
2025-08-28 18:46:19.128,0.01,-0.02,-0.18
2025-08-28 18:46:19.149,-0.04,-0.0,-0.11
2025-08-28 18:46:19.170,-0.04,-0.02,-0.07
2025-08-28 18:46:19.192,-0.01,-0.09,-0.08
2025-08-28 18:46:19.210,-0.08,-0.16,-0.12
2025-08-28 18:46:19.229,-0.13,-0.17,-0.13
2025-08-28 18:46:19.248,-0.18,-0.15,-0.13
2025-08-28 18:46:19.270,-0.27,-0.1,-0.13
2025-08-28 18:46:19.292,-0.19,-0.13,-0.13
2025-08-28 18:46:19.310,-0.08,-0.1,-0.12
2025-08-28 18:46:19.331,-0.08,-0.08,-0.11
2025-08-28 18:46:19.351,-0.2,-0.05,-0.07
2025-08-28 18:46:19.374,-0.26,-0.01,-0.05
2025-08-28 18:46:19.390,-0.19,0.0,-0.04
2025-08-28 18:46:19.408,-0.12,-0.03,-0.05
2025-08-28 18:46:19.430,-0.08,-0.1,-0.04
2025-08-28 18:46:19.450,-0.02,-0.07,0.01
2025-08-28 18:46:19.474,0.07,-0.0,0.06
2025-08-28 18:46:19.490,0.13,-0.0,0.06
2025-08-28 18:46:19.509,0.02,-0.08,0.05
2025-08-28 18:46:19.533,0.02,-0.08,0.08
2025-08-28 18:46:19.559,0.09,-0.03,0.1
2025-08-28 18:46:19.573,0.18,-0.04,0.07
2025-08-28 18:46:19.590,0.19,-0.04,0.01
2025-08-28 18:46:19.609,0.15,0.07,0.02
2025-08-28 18:46:19.631,0.17,0.17,0.1
2025-08-28 18:46:19.651,0.23,0.12,0.11
2025-08-28 18:46:19.676,0.19,-0.02,0.06
2025-08-28 18:46:19.690,0.11,-0.02,0.03
2025-08-28 18:46:19.710,0.02,-0.02,0.0
2025-08-28 18:46:19.730,-0.06,-0.03,-0.03
2025-08-28 18:46:19.751,-0.23,-0.06,-0.09
2025-08-28 18:46:19.775,-0.24,-0.06,-0.12
2025-08-28 18:46:19.791,-0.03,-0.01,-0.09
2025-08-28 18:46:19.811,0.21,0.05,-0.01
2025-08-28 18:46:19.832,0.33,0.1,0.01
2025-08-28 18:46:19.860,0.11,0.16,-0.06
2025-08-28 18:46:19.871,-0.13,0.31,-0.09
2025-08-28 18:46:19.891,0.05,0.54,-0.07
2025-08-28 18:46:19.910,0.38,0.62,-0.09
2025-08-28 18:46:19.932,0.56,0.53,-0.16
2025-08-28 18:46:19.958,0.38,0.38,-0.16
2025-08-28 18:46:19.972,0.27,0.24,-0.11
2025-08-28 18:46:19.991,0.3,0.07,-0.02
2025-08-28 18:46:20.013,0.44,-0.05,0.05
2025-08-28 18:46:20.032,0.43,-0.07,0.09
